ru,data,refeicao,id_preparacao,tipo_preparacao,preparacao,preparacao_bruta,otimo,regular,ruim,total_respostas,isc_linha
B,2026-01-19,Café,,Especial Veg,NAO_IDENTIFICADA,Café46041Especial Veg,133.0,0.0,0.0,133.0,10.0
P2,2026-01-19,Café,,Especial Veg,NAO_IDENTIFICADA,Café46041Especial Veg,180.0,1.0,0.0,181.0,9.972375690607734
B,2026-01-20,Café,,Especial,NAO_IDENTIFICADA,Café46042Especial,150.0,7.0,0.0,157.0,9.777070063694268
P2,2026-01-20,Café,,Especial,NAO_IDENTIFICADA,Café46042Especial,186.0,20.0,0.0,206.0,9.514563106796116
B,2026-01-20,Café,,Especial Veg,NAO_IDENTIFICADA,Café46042Especial Veg,150.0,0.0,2.0,152.0,9.881578947368421
P2,2026-01-20,Café,,Especial Veg,NAO_IDENTIFICADA,Café46042Especial Veg,186.0,1.0,0.0,187.0,9.973262032085561
B,2026-01-21,Café,,Especial,NAO_IDENTIFICADA,Café46043Especial,141.0,,,,10.0
P2,2026-01-21,Café,,Especial,NAO_IDENTIFICADA,Café46043Especial,176.0,21.0,2.0,199.0,9.381909547738694
B,2026-01-21,Café,,Especial Veg,NAO_IDENTIFICADA,Café46043Especial Veg,141.0,,,,10.0
P2,2026-01-21,Café,,Especial Veg,NAO_IDENTIFICADA,Café46043Especial Veg,176.0,2.0,0.0,178.0,9.9438202247191
B,2026-01-22,Café,,Especial,NAO_IDENTIFICADA,Café46044Especial,124.0,4.0,0.0,128.0,9.84375
P2,2026-01-22,Café,,Especial,NAO_IDENTIFICADA,Café46044Especial,151.0,11.0,3.0,165.0,9.503030303030304
B,2026-01-22,Café,,Especial Veg,NAO_IDENTIFICADA,Café46044Especial Veg,124.0,1.0,0.0,125.0,9.96
P2,2026-01-22,Café,,Especial Veg,NAO_IDENTIFICADA,Café46044Especial Veg,151.0,17.0,0.0,168.0,9.494047619047619
B,2026-01-23,Café,,Especial,NAO_IDENTIFICADA,Café46045Especial,95.0,7.0,0.0,102.0,9.656862745098039
P2,2026-01-23,Café,,Especial,NAO_IDENTIFICADA,Café46045Especial,124.0,36.0,2.0,162.0,8.777777777777779
B,2026-01-23,Café,,Especial Veg,NAO_IDENTIFICADA,Café46045Especial Veg,95.0,0.0,0.0,95.0,10.0
P2,2026-01-23,Café,,Especial Veg,NAO_IDENTIFICADA,Café46045Especial Veg,124.0,0.0,0.0,124.0,10.0
B,2026-01-26,Café,,Especial,NAO_IDENTIFICADA,Café46048Especial,75.0,0.0,0.0,75.0,10.0
P2,2026-01-26,Café,,Especial,NAO_IDENTIFICADA,Café46048Especial,92.0,12.0,0.0,104.0,9.423076923076923
B,2026-01-26,Café,,Especial Veg,NAO_IDENTIFICADA,Café46048Especial Veg,75.0,0.0,0.0,75.0,10.0
P2,2026-01-26,Café,,Especial Veg,NAO_IDENTIFICADA,Café46048Especial Veg,92.0,0.0,0.0,92.0,10.0
B,2026-01-27,Café,,Especial,NAO_IDENTIFICADA,Café46049Especial,55.0,0.0,0.0,55.0,10.0
P2,2026-01-27,Café,,Especial,NAO_IDENTIFICADA,Café46049Especial,71.0,4.0,0.0,75.0,9.733333333333333
B,2026-01-27,Café,,Especial Veg,NAO_IDENTIFICADA,Café46049Especial Veg,55.0,0.0,0.0,55.0,10.0
P2,2026-01-27,Café,,Especial Veg,NAO_IDENTIFICADA,Café46049Especial Veg,71.0,0.0,0.0,71.0,10.0
B,2026-01-28,Café,,Especial,NAO_IDENTIFICADA,Café46050Especial,86.0,0.0,0.0,86.0,10.0
P2,2026-01-28,Café,,Especial,NAO_IDENTIFICADA,Café46050Especial,87.0,14.0,2.0,103.0,9.145631067961165
B,2026-01-28,Café,,Especial Veg,NAO_IDENTIFICADA,Café46050Especial Veg,86.0,0.0,0.0,86.0,10.0
P2,2026-01-28,Café,,Especial Veg,NAO_IDENTIFICADA,Café46050Especial Veg,87.0,0.0,0.0,87.0,10.0
B,2026-01-29,Café,,Especial,NAO_IDENTIFICADA,Café46051Especial,84.0,0.0,0.0,84.0,10.0
P2,2026-01-29,Café,,Especial,NAO_IDENTIFICADA,Café46051Especial,91.0,3.0,4.0,98.0,9.479591836734693
B,2026-01-29,Café,,Especial Veg,NAO_IDENTIFICADA,Café46051Especial Veg,84.0,0.0,0.0,84.0,10.0
P2,2026-01-29,Café,,Especial Veg,NAO_IDENTIFICADA,Café46051Especial Veg,91.0,1.0,0.0,92.0,9.945652173913043
B,2026-01-30,Café,,Especial,NAO_IDENTIFICADA,Café46052Especial,86.0,4.0,0.0,90.0,9.777777777777779
P2,2026-01-30,Café,,Especial,NAO_IDENTIFICADA,Café46052Especial,80.0,18.0,0.0,98.0,9.081632653061224
B,2026-01-30,Café,,Especial Veg,NAO_IDENTIFICADA,Café46052Especial Veg,86.0,0.0,0.0,86.0,10.0
P2,2026-01-30,Café,,Especial Veg,NAO_IDENTIFICADA,Café46052Especial Veg,80.0,0.0,0.0,80.0,10.0
B,2026-02-02,Café,,Especial,NAO_IDENTIFICADA,Café46055Especial,58.0,0.0,0.0,58.0,10.0
P2,2026-02-02,Café,,Especial,NAO_IDENTIFICADA,Café46055Especial,48.0,5.0,0.0,53.0,9.528301886792454
B,2026-02-02,Café,,Especial Veg,NAO_IDENTIFICADA,Café46055Especial Veg,58.0,0.0,0.0,58.0,10.0
P2,2026-02-02,Café,,Especial Veg,NAO_IDENTIFICADA,Café46055Especial Veg,48.0,0.0,0.0,48.0,10.0
B,2026-02-03,Café,,Especial,NAO_IDENTIFICADA,Café46056Especial,78.0,0.0,0.0,78.0,10.0
P2,2026-02-03,Café,,Especial,NAO_IDENTIFICADA,Café46056Especial,59.0,11.0,0.0,70.0,9.214285714285714
B,2026-02-03,Café,,Especial Veg,NAO_IDENTIFICADA,Café46056Especial Veg,78.0,0.0,0.0,78.0,10.0
P2,2026-02-03,Café,,Especial Veg,NAO_IDENTIFICADA,Café46056Especial Veg,59.0,0.0,0.0,59.0,10.0
B,2026-02-04,Café,,Especial,NAO_IDENTIFICADA,Café46057Especial,81.0,0.0,0.0,81.0,10.0
P2,2026-02-04,Café,,Especial,NAO_IDENTIFICADA,Café46057Especial,66.0,7.0,3.0,76.0,9.18421052631579
B,2026-02-04,Café,,Especial Veg,NAO_IDENTIFICADA,Café46057Especial Veg,81.0,0.0,0.0,81.0,10.0
P2,2026-02-04,Café,,Especial Veg,NAO_IDENTIFICADA,Café46057Especial Veg,66.0,0.0,0.0,66.0,10.0
B,2026-02-05,Café,,Especial,NAO_IDENTIFICADA,Café46058Especial,71.0,0.0,0.0,71.0,10.0
P2,2026-02-05,Café,,Especial,NAO_IDENTIFICADA,Café46058Especial,56.0,5.0,1.0,62.0,9.451612903225806
B,2026-02-05,Café,,Especial Veg,NAO_IDENTIFICADA,Café46058Especial Veg,71.0,0.0,0.0,71.0,10.0
P2,2026-02-05,Café,,Especial Veg,NAO_IDENTIFICADA,Café46058Especial Veg,56.0,0.0,0.0,56.0,10.0
B,2026-02-06,Café,,Especial,NAO_IDENTIFICADA,Café46059Especial,104.0,0.0,0.0,104.0,10.0
P2,2026-02-06,Café,,Especial,NAO_IDENTIFICADA,Café46059Especial,48.0,9.0,0.0,57.0,9.210526315789474
B,2026-02-06,Café,,Especial Veg,NAO_IDENTIFICADA,Café46059Especial Veg,104.0,0.0,0.0,104.0,10.0
P2,2026-02-06,Café,,Especial Veg,NAO_IDENTIFICADA,Café46059Especial Veg,48.0,0.0,0.0,48.0,10.0
B,2026-02-09,Café,,Especial,NAO_IDENTIFICADA,Café46062Especial,75.0,2.0,0.0,77.0,9.87012987012987
P2,2026-02-09,Café,,Especial,NAO_IDENTIFICADA,Café46062Especial,48.0,4.0,2.0,54.0,9.296296296296296
B,2026-02-09,Café,,Especial Veg,NAO_IDENTIFICADA,Café46062Especial Veg,75.0,0.0,0.0,75.0,10.0
P2,2026-02-09,Café,,Especial Veg,NAO_IDENTIFICADA,Café46062Especial Veg,48.0,0.0,0.0,48.0,10.0
B,2026-02-10,Café,,Especial,NAO_IDENTIFICADA,Café46063Especial,93.0,0.0,0.0,93.0,10.0
P2,2026-02-10,Café,,Especial,NAO_IDENTIFICADA,Café46063Especial,53.0,12.0,0.0,65.0,9.076923076923077
B,2026-02-10,Café,,Especial Veg,NAO_IDENTIFICADA,Café46063Especial Veg,93.0,0.0,0.0,93.0,10.0
P2,2026-02-10,Café,,Especial Veg,NAO_IDENTIFICADA,Café46063Especial Veg,53.0,0.0,0.0,53.0,10.0
B,2026-02-11,Café,,Especial,NAO_IDENTIFICADA,Café46064Especial,94.0,0.0,0.0,94.0,10.0
P2,2026-02-11,Café,,Especial,NAO_IDENTIFICADA,Café46064Especial,67.0,14.0,1.0,82.0,9.036585365853659
B,2026-02-11,Café,,Especial Veg,NAO_IDENTIFICADA,Café46064Especial Veg,94.0,0.0,0.0,94.0,10.0
P2,2026-02-11,Café,,Especial Veg,NAO_IDENTIFICADA,Café46064Especial Veg,67.0,1.0,0.0,68.0,9.926470588235293
B,2026-02-12,Café,,Especial,NAO_IDENTIFICADA,Café46065Especial,91.0,2.0,0.0,93.0,9.89247311827957
P2,2026-02-12,Café,,Especial,NAO_IDENTIFICADA,Café46065Especial,54.0,7.0,1.0,62.0,9.290322580645162
B,2026-02-12,Café,,Especial Veg,NAO_IDENTIFICADA,Café46065Especial Veg,91.0,0.0,0.0,91.0,10.0
P2,2026-02-12,Café,,Especial Veg,NAO_IDENTIFICADA,Café46065Especial Veg,54.0,2.0,0.0,56.0,9.821428571428571
B,2026-02-13,Café,,Especial,NAO_IDENTIFICADA,Café46066Especial,69.0,5.0,0.0,74.0,9.662162162162161
P2,2026-02-13,Café,,Especial,NAO_IDENTIFICADA,Café46066Especial,55.0,17.0,2.0,74.0,8.608108108108109
B,2026-02-13,Café,,Especial Veg,NAO_IDENTIFICADA,Café46066Especial Veg,69.0,0.0,0.0,69.0,10.0
P2,2026-02-13,Café,,Especial Veg,NAO_IDENTIFICADA,Café46066Especial Veg,55.0,0.0,1.0,56.0,9.839285714285714
B,2026-02-19,Café,,Especial,NAO_IDENTIFICADA,Café46072Especial,60.0,0.0,0.0,60.0,10.0
P2,2026-02-19,Café,,Especial,NAO_IDENTIFICADA,Café46072Especial,43.0,6.0,0.0,49.0,9.387755102040817
B,2026-02-19,Café,,Especial Veg,NAO_IDENTIFICADA,Café46072Especial Veg,60.0,0.0,0.0,60.0,10.0
P2,2026-02-19,Café,,Especial Veg,NAO_IDENTIFICADA,Café46072Especial Veg,43.0,0.0,0.0,43.0,10.0
B,2026-02-20,Café,,Especial,NAO_IDENTIFICADA,Café46073Especial,81.0,2.0,0.0,83.0,9.879518072289157
P2,2026-02-20,Café,,Especial,NAO_IDENTIFICADA,Café46073Especial,54.0,16.0,0.0,70.0,8.857142857142858
B,2026-02-20,Café,,Especial Veg,NAO_IDENTIFICADA,Café46073Especial Veg,81.0,2.0,0.0,83.0,9.879518072289157
P2,2026-02-20,Café,,Especial Veg,NAO_IDENTIFICADA,Café46073Especial Veg,54.0,0.0,0.0,54.0,10.0
B,2026-02-23,Café,,Especial,NAO_IDENTIFICADA,Café46076Especial,82.0,1.0,0.0,83.0,9.939759036144578
P2,2026-02-23,Café,,Especial,NAO_IDENTIFICADA,Café46076Especial,45.0,5.0,1.0,51.0,9.333333333333334
B,2026-02-23,Café,,Especial Veg,NAO_IDENTIFICADA,Café46076Especial Veg,82.0,0.0,0.0,82.0,10.0
P2,2026-02-23,Café,,Especial Veg,NAO_IDENTIFICADA,Café46076Especial Veg,45.0,1.0,0.0,46.0,9.891304347826088
B,2026-02-24,Café,,Especial,NAO_IDENTIFICADA,Café46077Especial,113.0,2.0,0.0,115.0,9.91304347826087
P2,2026-02-24,Café,,Especial,NAO_IDENTIFICADA,Café46077Especial,60.0,12.0,0.0,72.0,9.166666666666666
B,2026-02-24,Café,,Especial Veg,NAO_IDENTIFICADA,Café46077Especial Veg,113.0,1.0,0.0,114.0,9.956140350877194
P2,2026-02-24,Café,,Especial Veg,NAO_IDENTIFICADA,Café46077Especial Veg,60.0,2.0,0.0,62.0,9.838709677419354
B,2026-02-25,Café,,Especial,NAO_IDENTIFICADA,Café46078Especial,109.0,,,,10.0
P2,2026-02-25,Café,,Especial,NAO_IDENTIFICADA,Café46078Especial,73.0,12.0,3.0,88.0,9.011363636363637
B,2026-02-25,Café,,Especial Veg,NAO_IDENTIFICADA,Café46078Especial Veg,109.0,,,,10.0
P2,2026-02-25,Café,,Especial Veg,NAO_IDENTIFICADA,Café46078Especial Veg,73.0,2.0,0.0,75.0,9.866666666666667
B,2026-02-26,Café,,Especial,NAO_IDENTIFICADA,Café46079Especial,116.0,4.0,0.0,120.0,9.833333333333334
P2,2026-02-26,Café,,Especial,NAO_IDENTIFICADA,Café46079Especial,67.0,11.0,0.0,78.0,9.294871794871796
B,2026-02-26,Café,,Especial Veg,NAO_IDENTIFICADA,Café46079Especial Veg,116.0,0.0,0.0,116.0,10.0
P2,2026-02-26,Café,,Especial Veg,NAO_IDENTIFICADA,Café46079Especial Veg,67.0,0.0,0.0,67.0,10.0
B,2026-02-27,Café,,Especial,NAO_IDENTIFICADA,Café46080Especial,107.0,12.0,1.0,120.0,9.425
P2,2026-02-27,Café,,Especial,NAO_IDENTIFICADA,Café46080Especial,73.0,19.0,0.0,92.0,8.967391304347826
B,2026-02-27,Café,,Especial Veg,NAO_IDENTIFICADA,Café46080Especial Veg,107.0,1.0,0.0,108.0,9.953703703703704
P2,2026-02-27,Café,,Especial Veg,NAO_IDENTIFICADA,Café46080Especial Veg,73.0,0.0,0.0,73.0,10.0
B,2026-03-02,Café,,Especial,NAO_IDENTIFICADA,Café46083Especial,141.0,0.0,0.0,141.0,10.0
P2,2026-03-02,Café,,Especial,NAO_IDENTIFICADA,Café46083Especial,168.0,14.0,2.0,184.0,9.521739130434783
B,2026-03-02,Café,,Especial Veg,NAO_IDENTIFICADA,Café46083Especial Veg,141.0,0.0,0.0,141.0,10.0
P2,2026-03-02,Café,,Especial Veg,NAO_IDENTIFICADA,Café46083Especial Veg,168.0,4.0,0.0,172.0,9.883720930232558
B,2026-03-03,Café,,Especial,NAO_IDENTIFICADA,Café46084Especial,156.0,6.0,0.0,162.0,9.814814814814815
P2,2026-03-03,Café,,Especial,NAO_IDENTIFICADA,Café46084Especial,181.0,41.0,0.0,222.0,9.076576576576576
B,2026-03-03,Café,,Especial Veg,NAO_IDENTIFICADA,Café46084Especial Veg,156.0,0.0,0.0,156.0,10.0
P2,2026-03-03,Café,,Especial Veg,NAO_IDENTIFICADA,Café46084Especial Veg,181.0,0.0,1.0,182.0,9.95054945054945
B,2026-03-04,Café,,Especial,NAO_IDENTIFICADA,Café46085Especial,173.0,,,,10.0
P2,2026-03-04,Café,,Especial,NAO_IDENTIFICADA,Café46085Especial,180.0,20.0,1.0,201.0,9.457711442786069
B,2026-03-04,Café,,Especial Veg,NAO_IDENTIFICADA,Café46085Especial Veg,173.0,,,,10.0
P2,2026-03-04,Café,,Especial Veg,NAO_IDENTIFICADA,Café46085Especial Veg,180.0,3.0,1.0,184.0,9.869565217391305
B,2026-03-05,Café,,Especial,NAO_IDENTIFICADA,Café46086Especial,154.0,1.0,7.0,162.0,9.580246913580247
P2,2026-03-05,Café,,Especial,NAO_IDENTIFICADA,Café46086Especial,192.0,13.0,5.0,210.0,9.476190476190476
B,2026-03-05,Café,,Especial Veg,NAO_IDENTIFICADA,Café46086Especial Veg,154.0,2.0,4.0,160.0,9.7125
P2,2026-03-05,Café,,Especial Veg,NAO_IDENTIFICADA,Café46086Especial Veg,192.0,0.0,0.0,192.0,10.0
B,2026-03-06,Café,,Especial,NAO_IDENTIFICADA,Café46087Especial,175.0,,,,10.0
P2,2026-03-06,Café,,Especial,NAO_IDENTIFICADA,Café46087Especial,166.0,20.0,4.0,190.0,9.284210526315789
B,2026-03-06,Café,,Especial Veg,NAO_IDENTIFICADA,Café46087Especial Veg,175.0,,,,10.0
P2,2026-03-06,Café,,Especial Veg,NAO_IDENTIFICADA,Café46087Especial Veg,166.0,2.0,0.0,168.0,9.94047619047619
B,2026-03-09,Café,,Especial,NAO_IDENTIFICADA,Café46090Especial,186.0,5.0,5.0,196.0,9.642857142857142
P2,2026-03-09,Café,,Especial,NAO_IDENTIFICADA,Café46090Especial,182.0,13.0,3.0,198.0,9.535353535353535
B,2026-03-09,Café,,Especial Veg,NAO_IDENTIFICADA,Café46090Especial Veg,186.0,1.0,0.0,187.0,9.973262032085561
P2,2026-03-09,Café,,Especial Veg,NAO_IDENTIFICADA,Café46090Especial Veg,182.0,1.0,0.0,183.0,9.972677595628415
B,2026-03-10,Café,,Especial,NAO_IDENTIFICADA,Café46091Especial,226.0,16.0,2.0,244.0,9.598360655737705
P2,2026-03-10,Café,,Especial,NAO_IDENTIFICADA,Café46091Especial,207.0,32.0,0.0,239.0,9.330543933054393
B,2026-03-10,Café,,Especial Veg,NAO_IDENTIFICADA,Café46091Especial Veg,226.0,3.0,0.0,229.0,9.934497816593886
P2,2026-03-10,Café,,Especial Veg,NAO_IDENTIFICADA,Café46091Especial Veg,207.0,0.0,1.0,208.0,9.95673076923077
B,2026-03-11,Café,,Especial,NAO_IDENTIFICADA,Café46092Especial,220.0,35.0,1.0,256.0,9.28125
P2,2026-03-11,Café,,Especial,NAO_IDENTIFICADA,Café46092Especial,195.0,28.0,1.0,224.0,9.334821428571429
B,2026-03-11,Café,,Especial Veg,NAO_IDENTIFICADA,Café46092Especial Veg,220.0,0.0,2.0,222.0,9.91891891891892
P2,2026-03-11,Café,,Especial Veg,NAO_IDENTIFICADA,Café46092Especial Veg,195.0,3.0,1.0,199.0,9.879396984924623
B,2026-03-12,Café,,Especial,NAO_IDENTIFICADA,Café46093Especial,218.0,14.0,1.0,233.0,9.660944206008583
P2,2026-03-12,Café,,Especial,NAO_IDENTIFICADA,Café46093Especial,198.0,25.0,2.0,225.0,9.364444444444445
B,2026-03-12,Café,,Especial Veg,NAO_IDENTIFICADA,Café46093Especial Veg,218.0,0.0,0.0,218.0,10.0
P2,2026-03-12,Café,,Especial Veg,NAO_IDENTIFICADA,Café46093Especial Veg,198.0,0.0,1.0,199.0,9.954773869346734
B,2026-03-13,Café,,Especial,NAO_IDENTIFICADA,Café46094Especial,207.0,43.0,0.0,250.0,9.14
P2,2026-03-13,Café,,Especial,NAO_IDENTIFICADA,Café46094Especial,190.0,45.0,18.0,253.0,8.470355731225297
B,2026-03-13,Café,,Especial Veg,NAO_IDENTIFICADA,Café46094Especial Veg,207.0,0.0,0.0,207.0,10.0
P2,2026-03-13,Café,,Especial Veg,NAO_IDENTIFICADA,Café46094Especial Veg,190.0,5.0,0.0,195.0,9.871794871794872
B,2026-03-16,Café,,Especial,NAO_IDENTIFICADA,Café46097Especial,164.0,10.0,0.0,174.0,9.71264367816092
P2,2026-03-16,Café,,Especial,NAO_IDENTIFICADA,Café46097Especial,185.0,10.0,1.0,196.0,9.698979591836734
B,2026-03-16,Café,,Especial Veg,NAO_IDENTIFICADA,Café46097Especial Veg,164.0,2.0,0.0,166.0,9.939759036144578
P2,2026-03-16,Café,,Especial Veg,NAO_IDENTIFICADA,Café46097Especial Veg,185.0,2.0,0.0,187.0,9.946524064171124
B,2026-03-17,Café,,Especial,NAO_IDENTIFICADA,Café46098Especial,220.0,14.0,0.0,234.0,9.7008547008547
P2,2026-03-17,Café,,Especial,NAO_IDENTIFICADA,Café46098Especial,196.0,25.0,1.0,222.0,9.396396396396396
B,2026-03-17,Café,,Especial Veg,NAO_IDENTIFICADA,Café46098Especial Veg,220.0,1.0,0.0,221.0,9.97737556561086
P2,2026-03-17,Café,,Especial Veg,NAO_IDENTIFICADA,Café46098Especial Veg,196.0,0.0,0.0,196.0,10.0
B,2026-03-18,Café,,Especial,NAO_IDENTIFICADA,Café46099Especial,143.0,18.0,1.0,162.0,9.38888888888889
P2,2026-03-18,Café,,Especial,NAO_IDENTIFICADA,Café46099Especial,181.0,22.0,3.0,206.0,9.33495145631068
B,2026-03-18,Café,,Especial Veg,NAO_IDENTIFICADA,Café46099Especial Veg,143.0,2.0,0.0,145.0,9.931034482758621
P2,2026-03-18,Café,,Especial Veg,NAO_IDENTIFICADA,Café46099Especial Veg,181.0,1.0,1.0,183.0,9.923497267759563
B,2026-03-23,Café,,Especial,NAO_IDENTIFICADA,Café46104Especial,174.0,11.0,3.0,188.0,9.563829787234043
P2,2026-03-23,Café,,Especial,NAO_IDENTIFICADA,Café46104Especial,205.0,40.0,0.0,245.0,9.183673469387756
B,2026-03-23,Café,,Especial Veg,NAO_IDENTIFICADA,Café46104Especial Veg,174.0,1.0,0.0,175.0,9.971428571428572
P2,2026-03-23,Café,,Especial Veg,NAO_IDENTIFICADA,Café46104Especial Veg,205.0,0.0,0.0,205.0,10.0
B,2026-03-24,Café,,Especial,NAO_IDENTIFICADA,Café46105Especial,231.0,20.0,5.0,256.0,9.43359375
P2,2026-03-24,Café,,Especial,NAO_IDENTIFICADA,Café46105Especial,202.0,46.0,1.0,249.0,9.040160642570282
B,2026-03-24,Café,,Especial Veg,NAO_IDENTIFICADA,Café46105Especial Veg,231.0,0.0,0.0,231.0,10.0
P2,2026-03-24,Café,,Especial Veg,NAO_IDENTIFICADA,Café46105Especial Veg,202.0,0.0,1.0,203.0,9.955665024630543
B,2026-03-26,Café,,Especial,NAO_IDENTIFICADA,Café46107Especial,198.0,42.0,1.0,241.0,9.091286307053942
P2,2026-03-26,Café,,Especial,NAO_IDENTIFICADA,Café46107Especial,216.0,27.0,4.0,247.0,9.307692307692308
B,2026-03-26,Café,,Especial Veg,NAO_IDENTIFICADA,Café46107Especial Veg,198.0,2.0,0.0,200.0,9.95
P2,2026-03-26,Café,,Especial Veg,NAO_IDENTIFICADA,Café46107Especial Veg,216.0,3.0,1.0,220.0,9.89090909090909
B,2026-03-27,Café,,Especial,NAO_IDENTIFICADA,Café46108Especial,215.0,24.0,2.0,241.0,9.427385892116183
P2,2026-03-27,Café,,Especial,NAO_IDENTIFICADA,Café46108Especial,212.0,57.0,1.0,270.0,8.911111111111111
B,2026-03-27,Café,,Especial Veg,NAO_IDENTIFICADA,Café46108Especial Veg,215.0,4.0,0.0,219.0,9.908675799086758
P2,2026-03-27,Café,,Especial Veg,NAO_IDENTIFICADA,Café46108Especial Veg,212.0,4.0,0.0,216.0,9.907407407407407
B,2026-03-30,Café,,Especial,NAO_IDENTIFICADA,Café46111Especial,190.0,14.0,1.0,205.0,9.614634146341464
P2,2026-03-30,Café,,Especial,NAO_IDENTIFICADA,Café46111Especial,197.0,16.0,0.0,213.0,9.624413145539906
B,2026-03-30,Café,,Especial Veg,NAO_IDENTIFICADA,Café46111Especial Veg,190.0,3.0,0.0,193.0,9.922279792746114
P2,2026-03-30,Café,,Especial Veg,NAO_IDENTIFICADA,Café46111Especial Veg,197.0,1.0,0.0,198.0,9.974747474747474
B,2026-03-31,Café,,Especial,NAO_IDENTIFICADA,Café46112Especial,203.0,26.0,2.0,231.0,9.35930735930736
P2,2026-03-31,Café,,Especial,NAO_IDENTIFICADA,Café46112Especial,209.0,33.0,1.0,243.0,9.283950617283951
B,2026-03-31,Café,,Especial Veg,NAO_IDENTIFICADA,Café46112Especial Veg,203.0,1.0,0.0,204.0,9.97549019607843
P2,2026-03-31,Café,,Especial Veg,NAO_IDENTIFICADA,Café46112Especial Veg,209.0,0.0,0.0,209.0,10.0
B,2026-04-01,Café,,Especial,NAO_IDENTIFICADA,Café46113Especial,201.0,24.0,0.0,225.0,9.466666666666667
P2,2026-04-01,Café,,Especial,NAO_IDENTIFICADA,Café46113Especial,182.0,23.0,5.0,210.0,9.238095238095237
B,2026-04-01,Café,,Especial Veg,NAO_IDENTIFICADA,Café46113Especial Veg,201.0,0.0,0.0,201.0,10.0
P2,2026-04-01,Café,,Especial Veg,NAO_IDENTIFICADA,Café46113Especial Veg,182.0,3.0,1.0,186.0,9.870967741935484
B,2026-04-06,Café,,Especial,NAO_IDENTIFICADA,Café46118Especial,128.0,4.0,0.0,132.0,9.848484848484848
P2,2026-04-06,Café,,Especial,NAO_IDENTIFICADA,Café46118Especial,178.0,10.0,0.0,188.0,9.73404255319149
B,2026-04-06,Café,,Especial Veg,NAO_IDENTIFICADA,Café46118Especial Veg,128.0,2.0,0.0,130.0,9.923076923076923
P2,2026-04-06,Café,,Especial Veg,NAO_IDENTIFICADA,Café46118Especial Veg,178.0,0.0,0.0,178.0,10.0
B,2026-04-07,Café,,Especial,NAO_IDENTIFICADA,Café46119Especial,200.0,33.0,0.0,233.0,9.291845493562231
P2,2026-04-07,Café,,Especial,NAO_IDENTIFICADA,Café46119Especial,209.0,36.0,2.0,247.0,9.19838056680162
B,2026-04-07,Café,,Especial Veg,NAO_IDENTIFICADA,Café46119Especial Veg,200.0,2.0,0.0,202.0,9.950495049504951
P2,2026-04-07,Café,,Especial Veg,NAO_IDENTIFICADA,Café46119Especial Veg,209.0,1.0,0.0,210.0,9.976190476190476
B,2026-04-08,Café,,Especial,NAO_IDENTIFICADA,Café46120Especial,190.0,18.0,3.0,211.0,9.445497630331754
P2,2026-04-08,Café,,Especial,NAO_IDENTIFICADA,Café46120Especial,214.0,20.0,1.0,235.0,9.536170212765958
B,2026-04-08,Café,,Especial Veg,NAO_IDENTIFICADA,Café46120Especial Veg,190.0,0.0,0.0,190.0,10.0
P2,2026-04-08,Café,,Especial Veg,NAO_IDENTIFICADA,Café46120Especial Veg,214.0,3.0,0.0,217.0,9.930875576036867
B,2026-04-09,Café,,Especial,NAO_IDENTIFICADA,Café46121Especial,190.0,13.0,1.0,204.0,9.637254901960784
P2,2026-04-09,Café,,Especial,NAO_IDENTIFICADA,Café46121Especial,212.0,36.0,1.0,249.0,9.240963855421686
B,2026-04-09,Café,,Especial Veg,NAO_IDENTIFICADA,Café46121Especial Veg,190.0,1.0,0.0,191.0,9.973821989528796
P2,2026-04-09,Café,,Especial Veg,NAO_IDENTIFICADA,Café46121Especial Veg,212.0,4.0,0.0,216.0,9.907407407407407
B,2026-04-10,Café,,Especial,NAO_IDENTIFICADA,Café46122Especial,192.0,23.0,0.0,215.0,9.465116279069768
P2,2026-04-10,Café,,Especial,NAO_IDENTIFICADA,Café46122Especial,210.0,,,,10.0
B,2026-04-10,Café,,Especial Veg,NAO_IDENTIFICADA,Café46122Especial Veg,192.0,0.0,0.0,192.0,10.0
P2,2026-04-10,Café,,Especial Veg,NAO_IDENTIFICADA,Café46122Especial Veg,210.0,,,,10.0
B,2026-04-14,Café,,Especial,NAO_IDENTIFICADA,Café46126Especial,183.0,27.0,3.0,213.0,9.23943661971831
P2,2026-04-14,Café,,Especial,NAO_IDENTIFICADA,Café46126Especial,181.0,30.0,1.0,212.0,9.25
B,2026-04-14,Café,,Especial Veg,NAO_IDENTIFICADA,Café46126Especial Veg,183.0,1.0,0.0,184.0,9.972826086956522
P2,2026-04-14,Café,,Especial Veg,NAO_IDENTIFICADA,Café46126Especial Veg,181.0,0.0,0.0,181.0,10.0
B,2026-04-15,Café,,Especial,NAO_IDENTIFICADA,Café46127Especial,200.0,15.0,2.0,217.0,9.571428571428571
P2,2026-04-15,Café,,Especial,NAO_IDENTIFICADA,Café46127Especial,211.0,22.0,1.0,234.0,9.491452991452991
B,2026-04-15,Café,,Especial Veg,NAO_IDENTIFICADA,Café46127Especial Veg,200.0,5.0,0.0,205.0,9.878048780487806
P2,2026-04-15,Café,,Especial Veg,NAO_IDENTIFICADA,Café46127Especial Veg,211.0,3.0,0.0,214.0,9.929906542056075
B,2026-04-16,Café,,Especial,NAO_IDENTIFICADA,Café46128Especial,186.0,18.0,2.0,206.0,9.475728155339805
